@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute helper-1 numeric
@attribute helper-2 numeric
@attribute helper-3 numeric
@attribute helper-4 numeric
@attribute helper-5 numeric
@attribute helper-6 numeric
@attribute helper-7 numeric
@attribute processing-1 numeric
@attribute processing-2 numeric
@attribute processing-3 numeric
@attribute processing-4 numeric
@attribute processing-5 numeric
@attribute processing-6 numeric
@attribute processing-7 numeric

@data
261,'2022/05/12 00:06:56:339',3,277,16,16,116,16,16,196.5,0,0.26,0,0,0.29,0,0.17
262,'2022/05/12 00:06:56:447',3,297,11,11,120,11,11,208.5,0,0.26,0,0,0.29,0,0.17
263,'2022/05/12 00:06:56:550',3,305,3,3,126,3,3,215.5,0,0.26,0,0,0.29,0,0.17
264,'2022/05/12 00:06:56:655',3,307,7,7,130,7,7,218.5,0,0.26,0,0,0.29,0,0.17
265,'2022/05/12 00:06:56:764',3,323,8,8,128,8,8,225.5,0,0.26,0,0,0.29,0,0.17
266,'2022/05/12 00:06:56:867',3,340,4,4,129,4,4,234.5,0,0.26,0,0,0.29,0,0.17
267,'2022/05/12 00:06:56:968',3,342,5,5,120,5,5,231,0,0.26,0,0,0.29,0,0.17
268,'2022/05/12 00:06:57:080',3,343,4,4,127,4,4,235,0,0.26,0,0,0.29,0,0.17
269,'2022/05/12 00:06:57:183',3,348,4,4,142,4,4,245,0,0.26,0,0,0.29,0,0.17
270,'2022/05/12 00:06:57:289',3,342,0,3,146,0,3,244,0,0.26,0,0,0.29,0,0.17
271,'2022/05/12 00:06:57:393',3,341,4,4,161,4,4,251,0,0.26,0,0,0.29,0,0.17
272,'2022/05/12 00:06:57:498',3,343,7,7,183,7,7,263,0,0.26,0,0,0.29,0,0.17
273,'2022/05/12 00:06:57:600',3,325,0,10,183,0,10,254,0,0.26,0,0,0.29,0,0.17
274,'2022/05/12 00:06:57:704',3,302,0,7,186,0,7,244,0,0.26,0,0,0.29,0,0.17
275,'2022/05/12 00:06:57:806',3,280,0,17,189,0,17,234.5,0,0.26,0,0,0.29,0,0.17
276,'2022/05/12 00:06:57:912',3,268,0,4,187,0,4,227.5,0,0.26,0,0,0.29,0,0.17
277,'2022/05/12 00:06:58:014',3,232,0,24,189,0,24,210.5,0,0.26,0,0,0.29,0,0.17
278,'2022/05/12 00:06:58:117',3,209,0,4,183,0,4,196,0,0.26,0,0,0.29,0,0.17
279,'2022/05/12 00:06:58:224',3,196,0,12,176,0,12,186,0,0.26,0,0,0.29,0,0.17
280,'2022/05/12 00:06:58:330',3,200,5,5,173,5,5,186.5,0,0.26,0,0,0.29,0,0.17
281,'2022/05/12 00:06:58:433',3,202,0,5,170,0,5,186,0,0.26,0,0,0.29,0,0.17
282,'2022/05/12 00:06:58:535',3,202,3,3,167,3,3,184.5,0,0.26,0,0,0.29,0,0.17
283,'2022/05/12 00:06:58:651',3,191,0,5,164,0,5,177.5,0,0.26,0,0,0.29,0,0.17
284,'2022/05/12 00:06:58:753',3,198,0,1,160,0,1,179,0,0.26,0,0,0.29,0,0.17
285,'2022/05/12 00:06:58:863',3,188,0,8,157,0,8,172.5,0,0.26,0,0,0.29,0,0.17
286,'2022/05/12 00:06:58:967',3,192,3,3,148,3,3,170,0,0.26,0,0,0.29,0,0.17
287,'2022/05/12 00:06:59:072',3,205,10,10,146,10,10,175.5,0,0.26,0,0,0.29,0,0.17
288,'2022/05/12 00:06:59:180',3,231,9,9,150,9,9,190.5,0,0.26,0,0,0.29,0,0.17
289,'2022/05/12 00:06:59:286',3,248,9,8,149,9,8,198.5,0,0.26,0,0,0.29,0,0.17
290,'2022/05/12 00:06:59:392',3,254,6,6,146,6,6,200,0,0.26,0,0,0.29,0,0.17
291,'2022/05/12 00:06:59:497',3,280,20,20,143,20,20,211.5,0,0.26,0,0,0.29,0,0.17
292,'2022/05/12 00:06:59:601',3,281,0,4,139,0,4,210,0,0.26,0,0,0.29,0,0.17
293,'2022/05/12 00:06:59:712',3,270,0,12,131,0,12,200.5,0,0.26,0,0,0.29,0,0.17
294,'2022/05/12 00:06:59:818',3,262,1,1,125,1,1,193.5,0,0.26,0,0,0.29,0,0.17
295,'2022/05/12 00:06:59:924',3,263,2,2,120,2,2,191.5,0,0.26,0,0,0.29,0,0.17
296,'2022/05/12 00:07:00:029',3,266,3,3,120,3,3,193,0,0.26,0,0,0.29,0,0.17
297,'2022/05/12 00:07:00:132',3,230,0,6,120,0,6,175,0,0.26,0,0,0.29,0,0.17
298,'2022/05/12 00:07:00:238',3,236,4,4,117,4,4,176.5,0,0.26,0,0,0.29,0,0.17
299,'2022/05/12 00:07:00:345',3,236,4,4,117,4,4,176.5,0,0.26,0,0,0.29,0,0.17
300,'2022/05/12 00:07:00:448',3,235,6,6,121,6,6,178,0,0.26,0,0,0.29,0,0.17
301,'2022/05/12 00:07:00:553',3,231,1,1,120,1,1,175.5,0,0.26,0,0,0.29,0,0.17
302,'2022/05/12 00:07:00:658',3,238,7,7,120,7,7,179,0,0.26,0,0,0.29,0,0.17
303,'2022/05/12 00:07:00:762',3,252,5,5,124,5,5,188,0,0.26,0,0,0.29,0,0.17
304,'2022/05/12 00:07:00:865',3,254,1,1,121,1,1,187.5,0,0.26,0,0,0.29,0,0.17
305,'2022/05/12 00:07:00:970',3,256,1,1,126,1,1,191,0,0.26,0,0,0.29,0,0.17
306,'2022/05/12 00:07:01:075',3,260,0,6,127,0,6,193.5,0,0.26,0,0,0.29,0,0.17
307,'2022/05/12 00:07:01:186',3,255,0,8,126,0,8,190.5,0,0.26,0,0,0.29,0,0.17
308,'2022/05/12 00:07:01:291',3,264,12,12,120,12,12,192,0,0.26,0,0,0.29,0,0.17
309,'2022/05/12 00:07:01:400',3,254,0,10,122,0,10,188,0,0.26,0,0,0.29,0,0.17
310,'2022/05/12 00:07:01:504',3,258,6,6,116,6,6,187,0,0.26,0,0,0.29,0,0.17
311,'2022/05/12 00:07:01:610',3,254,0,2,118,0,2,186,0,0.26,0,0,0.29,0,0.17
312,'2022/05/12 00:07:01:715',3,255,3,3,114,3,3,184.5,0,0.26,0,0,0.29,0,0.17
313,'2022/05/12 00:07:01:818',3,250,0,11,129,0,11,189.5,0,0.26,0,0,0.29,0,0.17
314,'2022/05/12 00:07:01:924',3,256,13,13,132,13,13,194,0,0.26,0,0,0.29,0,0.17
315,'2022/05/12 00:07:02:026',3,253,0,0,141,0,0,197,0,0.26,0,0,0.29,0,0.17
316,'2022/05/12 00:07:02:131',3,253,5,5,146,5,5,199.5,0,0.26,0,0,0.29,0,0.17
317,'2022/05/12 00:07:02:233',3,246,0,7,156,0,7,201,0,0.26,0,0,0.29,0,0.17
318,'2022/05/12 00:07:02:341',3,244,0,9,148,0,9,196,0,0.26,0,0,0.29,0,0.17
319,'2022/05/12 00:07:02:449',3,244,5,5,138,5,5,191,0,0.26,0,0,0.29,0,0.17
320,'2022/05/12 00:07:02:557',3,256,12,12,137,12,12,196.5,0,0.26,0,0,0.29,0,0.17
321,'2022/05/12 00:07:02:665',3,273,13,13,131,13,13,202,0,0.26,0,0,0.29,0,0.17
322,'2022/05/12 00:07:02:772',3,278,3,3,135,3,3,206.5,0,0.26,0,0,0.29,0,0.17
323,'2022/05/12 00:07:02:874',3,276,0,10,145,0,10,210.5,0,0.26,0,0,0.29,0,0.17
324,'2022/05/12 00:07:02:980',3,277,0,1,148,0,1,212.5,0,0.26,0,0,0.29,0,0.17
325,'2022/05/12 00:07:03:083',3,259,0,18,151,0,18,205,0,0.26,0,0,0.29,0,0.17
326,'2022/05/12 00:07:03:186',3,233,0,6,159,0,6,196,0,0.26,0,0,0.29,0,0.17
327,'2022/05/12 00:07:03:299',3,246,13,13,155,13,13,200.5,0,0.26,0,0,0.29,0,0.17
328,'2022/05/12 00:07:03:402',3,276,13,13,154,13,13,215,0,0.26,0,0,0.29,0,0.17
329,'2022/05/12 00:07:03:511',3,311,14,14,151,14,14,231,0,0.26,0,0,0.29,0,0.17
330,'2022/05/12 00:07:03:616',3,351,17,17,144,17,17,247.5,0,0.26,0,0,0.29,0,0.17
331,'2022/05/12 00:07:03:722',3,364,0,9,133,0,9,248.5,0,0.26,0,0,0.29,0,0.17
332,'2022/05/12 00:07:03:827',3,364,0,0,134,0,0,249,0,0.26,0,0,0.29,0,0.17
333,'2022/05/12 00:07:03:932',3,337,0,14,139,0,14,238,0,0.26,0,0,0.29,0,0.17
334,'2022/05/12 00:07:04:037',3,319,0,17,137,0,17,228,0,0.26,0,0,0.29,0,0.17
335,'2022/05/12 00:07:04:142',3,283,0,15,144,0,15,213.5,0,0.26,0,0,0.29,0,0.17
336,'2022/05/12 00:07:04:245',3,260,1,1,151,1,1,205.5,0,0.26,0,0,0.29,0,0.17
337,'2022/05/12 00:07:04:349',3,254,0,6,150,0,6,202,0,0.26,0,0,0.29,0,0.17
338,'2022/05/12 00:07:04:456',3,255,8,8,141,8,8,198,0,0.26,0,0,0.29,0,0.17
339,'2022/05/12 00:07:04:561',3,260,11,11,139,11,11,199.5,0,0.26,0,0,0.29,0,0.17
340,'2022/05/12 00:07:04:666',3,263,1,1,131,1,1,197,0,0.26,0,0,0.29,0,0.17
341,'2022/05/12 00:07:04:776',3,264,1,1,133,1,1,198.5,0,0.26,0,0,0.29,0,0.17
342,'2022/05/12 00:07:04:889',3,264,0,4,132,0,4,198,0,0.26,0,0,0.29,0,0.17
343,'2022/05/12 00:07:04:997',3,254,0,11,134,0,11,194,0,0.26,0,0,0.29,0,0.17
344,'2022/05/12 00:07:05:099',3,245,0,11,139,0,11,192,0,0.26,0,0,0.29,0,0.17
345,'2022/05/12 00:07:05:203',3,240,0,1,136,0,1,188,0,0.26,0,0,0.29,0,0.17
346,'2022/05/12 00:07:05:307',3,242,3,3,137,3,3,189.5,0,0.26,0,0,0.29,0,0.17
347,'2022/05/12 00:07:05:420',3,264,10,10,137,10,10,200.5,0,0.26,0,0,0.29,0,0.17
348,'2022/05/12 00:07:05:530',3,272,5,5,140,5,5,206,0,0.26,0,0,0.29,0,0.17
349,'2022/05/12 00:07:05:633',3,270,0,4,138,0,4,204,0,0.26,0,0,0.29,0,0.17
350,'2022/05/12 00:07:05:741',3,276,4,4,145,4,4,210.5,0,0.26,0,0,0.29,0,0.17
351,'2022/05/12 00:07:05:845',3,263,0,6,144,0,6,203.5,0,0.26,0,0,0.29,0,0.17
352,'2022/05/12 00:07:05:950',3,241,0,6,136,0,6,188.5,0,0.26,0,0,0.29,0,0.17
353,'2022/05/12 00:07:06:056',3,227,0,3,130,0,3,178.5,0,0.26,0,0,0.29,0,0.17
354,'2022/05/12 00:07:06:161',3,228,2,2,130,2,2,179,0,0.26,0,0,0.29,0,0.17
355,'2022/05/12 00:07:06:267',3,228,0,0,128,0,0,178,0,0.26,0,0,0.29,0,0.17
356,'2022/05/12 00:07:06:374',3,243,13,13,123,13,13,183,0,0.26,0,0,0.29,0,0.17
357,'2022/05/12 00:07:06:473',3,247,0,2,122,0,2,184.5,0,0.26,0,0,0.29,0,0.17
358,'2022/05/12 00:07:06:579',3,262,4,4,127,4,4,194.5,0,0.26,0,0,0.29,0,0.17
359,'2022/05/12 00:07:06:684',3,276,0,0,130,0,0,203,0,0.26,0,0,0.29,0,0.17
360,'2022/05/12 00:07:06:791',3,283,8,8,124,8,8,203.5,0,0.26,0,0,0.29,0,0.17
361,'2022/05/12 00:07:06:898',3,284,0,2,125,0,2,204.5,0,0.26,0,0,0.29,0,0.17
362,'2022/05/12 00:07:07:000',3,272,3,3,129,3,3,200.5,0,0.26,0,0,0.29,0,0.17
363,'2022/05/12 00:07:07:108',3,281,6,6,133,6,6,207,0,0.26,0,0,0.29,0,0.17
364,'2022/05/12 00:07:07:212',3,260,0,4,128,0,4,194,0,0.26,0,0,0.29,0,0.17
365,'2022/05/12 00:07:07:316',3,247,0,8,132,0,8,189.5,0,0.26,0,0,0.29,0,0.17
366,'2022/05/12 00:07:07:423',3,263,1,1,136,1,1,199.5,0,0.26,0,0,0.29,0,0.17
367,'2022/05/12 00:07:07:528',3,278,3,3,142,3,3,210,0,0.26,0,0,0.29,0,0.17
368,'2022/05/12 00:07:07:634',3,276,3,3,149,3,3,212.5,0,0.26,0,0,0.29,0,0.17
369,'2022/05/12 00:07:07:743',3,276,0,12,146,0,12,211,0,0.26,0,0,0.29,0,0.17
370,'2022/05/12 00:07:07:850',3,290,13,13,147,13,13,218.5,0,0.26,0,0,0.29,0,0.17
371,'2022/05/12 00:07:07:961',3,289,0,11,143,0,11,216,0,0.26,0,0,0.29,0,0.17
372,'2022/05/12 00:07:08:066',3,297,4,4,133,4,4,215,0,0.26,0,0,0.29,0,0.17
373,'2022/05/12 00:07:08:172',3,292,0,10,132,0,10,212,0,0.26,0,0,0.29,0,0.17
374,'2022/05/12 00:07:08:287',3,282,2,4,132,2,4,207,0,0.26,0,0,0.29,0,0.17
375,'2022/05/12 00:07:08:393',3,266,0,14,131,0,14,198.5,0,0.26,0,0,0.29,0,0.17
376,'2022/05/12 00:07:08:497',3,248,0,7,133,0,7,190.5,0,0.26,0,0,0.29,0,0.17
377,'2022/05/12 00:07:08:602',3,230,0,9,141,0,9,185.5,0,0.26,0,0,0.29,0,0.17
378,'2022/05/12 00:07:08:719',3,229,0,0,137,0,0,183,0,0.26,0,0,0.29,0,0.17
379,'2022/05/12 00:07:08:826',3,242,10,10,133,10,10,187.5,0,0.26,0,0,0.29,0,0.17
380,'2022/05/12 00:07:08:931',3,249,1,1,127,1,1,188,0,0.26,0,0,0.29,0,0.17
381,'2022/05/12 00:07:09:038',3,255,3,3,128,3,3,191.5,0,0.26,0,0,0.29,0,0.17
382,'2022/05/12 00:07:09:139',3,248,0,5,127,0,5,187.5,0,0.26,0,0,0.29,0,0.17
383,'2022/05/12 00:07:09:250',3,250,2,2,127,2,2,188.5,0,0.26,0,0,0.29,0,0.17
384,'2022/05/12 00:07:09:362',3,256,1,1,129,1,1,192.5,0,0.26,0,0,0.29,0,0.17
385,'2022/05/12 00:07:09:470',3,249,0,0,136,0,0,192.5,0,0.26,0,0,0.29,0,0.17
386,'2022/05/12 00:07:09:580',3,250,3,3,133,3,3,191.5,0,0.26,0,0,0.29,0,0.17
387,'2022/05/12 00:07:09:686',3,248,0,4,131,0,4,189.5,0,0.26,0,0,0.29,0,0.17
388,'2022/05/12 00:07:09:789',3,244,0,4,132,0,4,188,0,0.26,0,0,0.29,0,0.17
389,'2022/05/12 00:07:09:891',3,252,2,2,130,2,2,191,0,0.26,0,0,0.29,0,0.17
390,'2022/05/12 00:07:10:000',3,263,3,3,124,3,3,193.5,0,0.26,0,0,0.29,0,0.17
391,'2022/05/12 00:07:10:109',3,264,1,1,132,1,1,198,0,0.26,0,0,0.29,0,0.17
392,'2022/05/12 00:07:10:214',3,271,1,1,134,1,1,202.5,0,0.26,0,0,0.29,0,0.17
393,'2022/05/12 00:07:10:324',3,268,0,7,136,0,7,202,0,0.26,0,0,0.29,0,0.17
394,'2022/05/12 00:07:10:445',3,250,0,16,134,0,16,192,0,0.26,0,0,0.29,0,0.17
395,'2022/05/12 00:07:10:547',3,243,0,2,138,0,2,190.5,0,0.26,0,0,0.29,0,0.17
396,'2022/05/12 00:07:10:649',3,241,0,1,144,0,1,192.5,0,0.26,0,0,0.29,0,0.17
397,'2022/05/12 00:07:10:753',3,241,0,3,147,0,3,194,0,0.26,0,0,0.29,0,0.17
398,'2022/05/12 00:07:10:859',3,236,0,8,146,0,8,191,0,0.26,0,0,0.29,0,0.17
399,'2022/05/12 00:07:10:974',3,233,0,5,149,0,5,191,0,0.26,0,0,0.29,0,0.17
400,'2022/05/12 00:07:11:080',3,258,12,12,146,12,12,202,0,0.26,0,0,0.29,0,0.17
401,'2022/05/12 00:07:11:184',3,252,0,5,134,0,5,193,0,0.26,0,0,0.29,0,0.17
402,'2022/05/12 00:07:11:287',3,246,0,0,129,0,0,187.5,0,0.26,0,0,0.29,0,0.17
403,'2022/05/12 00:07:11:393',3,250,1,1,131,1,1,190.5,0,0.26,0,0,0.29,0,0.17
404,'2022/05/12 00:07:11:498',3,270,16,16,129,16,16,199.5,0,0.26,0,0,0.29,0,0.17
405,'2022/05/12 00:07:11:603',3,255,0,9,126,0,9,190.5,0,0.26,0,0,0.29,0,0.17
406,'2022/05/12 00:07:11:711',3,248,1,1,125,1,1,186.5,0,0.26,0,0,0.29,0,0.17
407,'2022/05/12 00:07:11:815',3,247,0,0,127,0,0,187,0,0.26,0,0,0.29,0,0.17
408,'2022/05/12 00:07:11:919',3,250,3,3,127,3,3,188.5,0,0.26,0,0,0.29,0,0.17
409,'2022/05/12 00:07:12:027',3,254,8,8,124,8,8,189,0,0.26,0,0,0.29,0,0.17
410,'2022/05/12 00:07:12:133',3,259,10,10,123,10,10,191,0,0.26,0,0,0.29,0,0.17
411,'2022/05/12 00:07:12:239',3,279,1,1,128,1,1,203.5,0,0.26,0,0,0.29,0,0.17
412,'2022/05/12 00:07:12:345',3,288,0,0,132,0,0,210,0,0.26,0,0,0.29,0,0.17
413,'2022/05/12 00:07:12:450',3,313,15,15,139,15,15,226,0,0.26,0,0,0.29,0,0.17
414,'2022/05/12 00:07:12:557',3,291,0,9,139,0,9,215,0,0.26,0,0,0.29,0,0.17
415,'2022/05/12 00:07:12:663',3,291,0,0,147,0,0,219,0,0.26,0,0,0.29,0,0.17
416,'2022/05/12 00:07:12:765',3,292,0,11,162,0,11,227,0,0.26,0,0,0.29,0,0.17
417,'2022/05/12 00:07:12:870',3,282,0,0,158,0,0,220,0,0.26,0,0,0.29,0,0.17
418,'2022/05/12 00:07:12:977',3,282,0,7,153,0,7,217.5,0,0.26,0,0,0.29,0,0.17
419,'2022/05/12 00:07:13:079',3,282,12,12,153,12,12,217.5,0,0.26,0,0,0.29,0,0.17
420,'2022/05/12 00:07:13:183',3,287,12,12,153,12,12,220,0,0.26,0,0,0.29,0,0.17
421,'2022/05/12 00:07:13:290',3,274,2,2,136,2,2,205,0,0.26,0,0,0.29,0,0.17
422,'2022/05/12 00:07:13:394',3,287,12,12,132,12,12,209.5,0,0.26,0,0,0.29,0,0.17
423,'2022/05/12 00:07:13:501',3,271,0,11,131,0,11,201,0,0.26,0,0,0.29,0,0.17
424,'2022/05/12 00:07:13:603',3,280,1,1,136,1,1,208,0,0.26,0,0,0.29,0,0.17
425,'2022/05/12 00:07:13:713',3,276,0,4,139,0,4,207.5,0,0.26,0,0,0.29,0,0.17
426,'2022/05/12 00:07:13:821',3,276,0,4,130,0,4,203,0,0.26,0,0,0.29,0,0.17
427,'2022/05/12 00:07:13:927',3,269,0,6,133,0,6,201,0,0.26,0,0,0.29,0,0.17
428,'2022/05/12 00:07:14:033',3,261,0,4,138,0,4,199.5,0,0.26,0,0,0.29,0,0.17
429,'2022/05/12 00:07:14:146',3,268,0,1,138,0,1,203,0,0.26,0,0,0.29,0,0.17
430,'2022/05/12 00:07:14:251',3,261,0,6,135,0,6,198,0,0.26,0,0,0.29,0,0.17
431,'2022/05/12 00:07:14:354',3,253,0,1,134,0,1,193.5,0,0.26,0,0,0.29,0,0.17
432,'2022/05/12 00:07:14:459',3,249,0,4,138,0,4,193.5,0,0.26,0,0,0.29,0,0.17
433,'2022/05/12 00:07:14:562',3,257,0,0,132,0,0,194.5,0,0.26,0,0,0.29,0,0.17
434,'2022/05/12 00:07:14:665',3,279,9,9,127,9,9,203,0,0.26,0,0,0.29,0,0.17
435,'2022/05/12 00:07:14:773',3,267,0,2,121,0,2,194,0,0.26,0,0,0.29,0,0.17
436,'2022/05/12 00:07:14:879',3,266,0,5,121,0,5,193.5,0,0.26,0,0,0.29,0,0.17
437,'2022/05/12 00:07:14:987',3,267,0,6,133,0,6,200,0,0.26,0,0,0.29,0,0.17
438,'2022/05/12 00:07:15:120',3,266,0,0,136,0,0,201,0,0.26,0,0,0.29,0,0.17
439,'2022/05/12 00:07:15:241',3,263,0,1,132,0,1,197.5,0,0.26,0,0,0.29,0,0.17
440,'2022/05/12 00:07:15:346',3,263,0,7,127,0,7,195,0,0.26,0,0,0.29,0,0.17
441,'2022/05/12 00:07:15:452',3,280,8,8,128,8,8,204,0,0.26,0,0,0.29,0,0.17
442,'2022/05/12 00:07:15:557',3,283,7,7,122,7,7,202.5,0,0.26,0,0,0.29,0,0.17
443,'2022/05/12 00:07:55:823',4,165,0,5,47,0,5,106,0,1,0,0,1,0,0.17
444,'2022/05/12 00:07:55:923',4,154,0,7,55,0,7,104.5,0,1,0,0,1,0,0.17
445,'2022/05/12 00:07:56:037',4,136,0,10,62,0,10,99,0,1,0,0,1,0,0.17
446,'2022/05/12 00:07:56:161',4,105,0,9,69,0,9,87,0,1,0,0,1,0,0.17
447,'2022/05/12 00:07:56:276',4,86,0,10,71,0,10,78.5,0,1,0,0,1,0,0.17
448,'2022/05/12 00:07:56:381',4,65,0,10,72,0,10,68.5,0,1,0,0,1,0,0.17
449,'2022/05/12 00:07:56:490',4,52,0,5,72,0,5,62,0,1,0,0,1,0,0.17
450,'2022/05/12 00:07:56:597',4,45,0,3,70,0,3,57.5,0,1,0,0,1,0,0.17
451,'2022/05/12 00:07:56:702',4,44,0,0,68,0,0,56,0,1,0,0,1,0,0.17
452,'2022/05/12 00:07:56:811',4,44,0,0,66,0,0,55,0,1,0,0,1,0,0.17
453,'2022/05/12 00:07:56:924',4,45,1,1,62,1,1,53.5,0,1,0,0,1,0,0.17
454,'2022/05/12 00:07:57:029',4,53,5,5,57,5,5,55,0,1,0,0,1,0,0.17
455,'2022/05/12 00:07:57:136',4,65,6,6,50,6,6,57.5,0,1,0,0,1,0,0.17
456,'2022/05/12 00:07:57:243',4,80,6,6,38,6,6,59,0,1,0,0,1,0,0.17
457,'2022/05/12 00:07:57:355',4,90,5,5,30,5,5,60,0,1,0,0,1,0,0.17
458,'2022/05/12 00:07:57:457',4,99,3,3,24,3,3,61.5,0,1,0,0,1,0,0.17
459,'2022/05/12 00:07:57:563',4,98,0,1,20,0,1,59,0,1,0,0,1,0,0.17
460,'2022/05/12 00:07:57:670',4,98,0,0,19,0,0,58.5,0,1,0,0,1,0,0.17
461,'2022/05/12 00:07:57:775',4,97,1,1,18,1,1,57.5,0,1,0,0,1,0,0.17
462,'2022/05/12 00:07:57:886',4,92,0,1,17,0,1,54.5,0,1,0,0,1,0,0.17
463,'2022/05/12 00:07:57:991',4,91,0,1,17,0,1,54,0,1,0,0,1,0,0.17
464,'2022/05/12 00:07:58:097',4,89,0,1,17,0,1,53,0,1,0,0,1,0,0.17
465,'2022/05/12 00:07:58:228',4,82,0,2,17,0,2,49.5,0,1,0,0,1,0,0.17
466,'2022/05/12 00:07:58:334',4,76,0,3,16,0,3,46,0,1,0,0,1,0,0.17
467,'2022/05/12 00:07:58:440',4,71,0,3,16,0,3,43.5,0,1,0,0,1,0,0.17
468,'2022/05/12 00:07:58:556',4,66,0,2,16,0,2,41,0,1,0,0,1,0,0.17
469,'2022/05/12 00:07:58:659',4,62,0,2,16,0,2,39,0,1,0,0,1,0,0.17
470,'2022/05/12 00:07:58:768',4,58,0,2,17,0,2,37.5,0,1,0,0,1,0,0.17
471,'2022/05/12 00:07:58:874',4,58,0,2,18,0,2,38,0,1,0,0,1,0,0.17
472,'2022/05/12 00:07:58:982',4,58,0,0,19,0,0,38.5,0,1,0,0,1,0,0.17
473,'2022/05/12 00:07:59:087',4,59,0,0,20,0,0,39.5,0,1,0,0,1,0,0.17
474,'2022/05/12 00:07:59:192',4,59,1,1,20,1,1,39.5,0,1,0,0,1,0,0.17
475,'2022/05/12 00:07:59:299',4,57,0,0,19,0,0,38,0,1,0,0,1,0,0.17
476,'2022/05/12 00:07:59:407',4,53,0,2,18,0,2,35.5,0,1,0,0,1,0,0.17
477,'2022/05/12 00:07:59:512',4,47,0,2,17,0,2,32,0,1,0,0,1,0,0.17
478,'2022/05/12 00:07:59:614',4,43,0,2,17,0,2,30,0,1,0,0,1,0,0.17
479,'2022/05/12 00:07:59:722',4,43,1,1,16,1,1,29.5,0,1,0,0,1,0,0.17
480,'2022/05/12 00:07:59:831',4,43,0,0,17,0,0,30,0,1,0,0,1,0,0.17
481,'2022/05/12 00:07:59:938',4,45,1,1,17,1,1,31,0,1,0,0,1,0,0.17
